transacao_id,idade_usuario,categoria_produto,meio_pagamento,tipo_dispositivo,valor_transacao,tempo_sessao_segundos,tentativas_senha_bloqueadas,distancia_km_cadastro,compras_ultimos_30d,ruido_latencia_ms,pin_autenticacao_app,dispositivo_fingerprint_hash,transacao_fraudulenta
TRX-54314,40.6,eletronicos,Cartao_Credito,Mobile,187.35,1383.4,0,142.3,2,-35.97,321,DEV-22F90,0
TRX-54315,30.5,eletronicos,Cartao_Credito,Mobile,,588.6,2,72.0,3,-128.31,294,DEV-EB9D2,0
TRX-54316,16.0,Eletronicos,Boleto,Mobile,1464.6,658.6,1,84.7,4,21.95,551,DEV-D08F3,0
TRX-54317,37.9,eletronicos,Cartao_Credito,Mobile,55.29,743.3,0,226.2,2,-48.97,487,DEV-2F7D2,0
TRX-54318,39.3,Eletronicos,Boleto,Desktop,1134.49,1281.1,0,114.4,4,-10.09,735,DEV-9FFEA,0
TRX-54319,43.5, ELETRONICOS ,Boleto,Mobile,161.11,1487.7,0,54.9,1,25.66,105,DEV-9EC9B,0
TRX-54320,48.8,Eletronicos,Cartao_Credito,Mobile,278.29,96.5,0,317.2,2,-40.6,274,DEV-60A63,1
TRX-54321,52.8,Beleza,Pix,Mobile,185.64,511.5,0,437.1,6,-152.13,961,DEV-C3625,0
TRX-54322,44.6,Beleza,Voucher,Desktop,1843.97,1777.1,0,91.8,1,75.18,318,DEV-C255E,1
TRX-54323,50.4,Beleza,Cartao_Credito,Mobile,30.95,1372.1,2,801.2,1,-156.91,610,DEV-5BED3,1
TRX-54324,35.0,eletronicos,Boleto,Desktop,2001.17,204.7,2,6.5,2,-183.77,188,DEV-8BE8D,1
TRX-54325,42.4,Vestuario,Cartao_Credito,Mobile,215.11,777.2,0,92.5,7,166.11,266,DEV-61CE3,0
TRX-54326,37.5,Vestuario,Cartao_Credito,Desktop,280.05,1512.3,0,162.8,4,-201.86,468,DEV-1FDCF,0
TRX-54327,41.4,Eletronicos,Pix,Mobile,611.99,963.0,0,112.4,4,38.3,143,DEV-4EA21,0
TRX-54328,30.2, ELETRONICOS ,Pix,Mobile,1406.66,248.2,0,261.3,4,159.91,123,DEV-92F74,1
TRX-54329,25.8,Games,Cartao_Credito,Mobile,49.34,804.7,0,667.2,1,-129.6,301,DEV-C4B69,1
TRX-54330,26.7,Eletronicos,Boleto,Desktop,377.95,1352.2,1,119.5,4,76.16,394,DEV-9B44E,0
TRX-54331,36.9,Vestuario,Cartao_Credito,Desktop,188.44,1132.5,0,24.1,2,129.81,433,DEV-3C25F,0
TRX-54332,45.9,Vestuario,Pix,Mobile,2469.63,902.7,0,53.4,6,-178.46,855,DEV-66015,0
TRX-54333,50.2,Vestuario,Cartao_Credito,Desktop,514.71,1488.3,0,10.0,3,-15.46,102,DEV-680A5,0
TRX-54334,54.6,Eletronicos,Pix,Mobile,460.43,903.3,0,26.9,5,-221.34,810,DEV-51B87,0
TRX-54335,43.6,Games,Boleto,Mobile,253.1,1400.1,1,141.2,6,-66.66,878,DEV-AEDB9,0
TRX-54336,48.1,Games,Pix,Mobile,,684.6,0,376.7,2,85.29,310,DEV-D7E72,1
TRX-54337,45.8,eletronicos,Pix,Desktop,385.87,1435.5,0,15.3,0,72.1,847,DEV-EF8B5,0
TRX-54338,42.0, ELETRONICOS ,Boleto,Mobile,154.64,50.4,1,66.1,5,55.91,623,DEV-DC264,0
TRX-54339,34.3,Eletronicos,Cartao_Credito,Mobile,323.07,380.9,1,96.7,2,-92.94,825,DEV-A2626,0
TRX-54340,44.6, ELETRONICOS ,Cartao_Credito,Mobile,706.91,1615.7,0,39.1,2,59.97,144,DEV-20BA0,0
TRX-54341,22.3,Games,Cartao_Credito,Desktop,1061.44,766.2,1,130.5,6,52.75,288,DEV-7920C,0
TRX-54342,42.8,Eletronicos,Cartao_Credito,Mobile,1731.94,980.0,1,1.7,2,-42.93,341,DEV-9DE46,0
TRX-54343,30.7, ELETRONICOS ,Pix,Desktop,495.81,104.2,0,76.0,6,-200.6,170,DEV-C7664,0
TRX-54344,38.9,Beleza,Cartao_Credito,Mobile,546.15,174.3,0,332.4,3,-271.0,554,DEV-A0D70,0
TRX-54345,25.5,Vestuario,Cartao_Credito,Mobile,317.31,612.1,0,85.4,2,-48.39,904,DEV-9C008,1
TRX-54346,35.4,Vestuario,Boleto,Desktop,52.94,702.5,0,163.3,2,-8.68,950,DEV-9D0EA,0
TRX-54347,40.9,Beleza,Pix,Desktop,,567.3,0,177.0,8,-30.23,530,DEV-3F442,0
TRX-54348,13.3,Vestuario,Cartao_Credito,Mobile,1795.66,167.5,0,34.9,3,57.77,259,DEV-80B4F,1
TRX-54349,45.9,Vestuario,Boleto,Desktop,2548.36,1778.4,0,99.2,2,-107.44,971,DEV-91D93,0
TRX-54350,52.2,Vestuario,Boleto,Tablet,288.85,1545.7,1,74.6,7,-85.23,102,DEV-2C3CC,0
TRX-54351,49.1, ELETRONICOS ,Cartao_Credito,Mobile,120.07,1320.2,1,931.9,3,-43.22,750,DEV-DDB5F,1
TRX-54352,47.2,Vestuario,Boleto,Mobile,3858.62,580.1,0,19.7,6,79.66,723,DEV-E9974,1
TRX-54353,55.4,Eletronicos,Cartao_Credito,Desktop,1276.33,1711.4,0,67.9,2,-104.23,938,DEV-F3921,0
TRX-54354,47.1,Games,Boleto,Mobile,658.08,1462.3,1,150.3,2,48.41,865,DEV-2BCD9,0
TRX-54355,31.5,eletronicos,Cartao_Credito,Mobile,1439.29,147.2,0,133.5,6,250.21,842,DEV-44086,0
TRX-54356,41.4,Vestuario,Cartao_Credito,Desktop,315.05,456.9,1,485.8,4,151.75,725,DEV-C0BBC,1
TRX-54357,40.2,Eletronicos,Cartao_Credito,Mobile,420.01,188.5,0,9.4,4,63.88,127,DEV-D0B4E,0
TRX-54358,31.2,Vestuario,Cartao_Credito,Desktop,166.86,1127.6,0,31.4,2,-40.11,293,DEV-F1A6F,0
TRX-54359,45.0,Vestuario,Boleto,Mobile,1303.95,800.1,3,224.4,4,-379.6,256,DEV-E75BC,1
TRX-54360,28.1, ELETRONICOS ,Boleto,Desktop,29.88,1283.5,1,194.7,3,32.37,610,DEV-98011,0
TRX-54361,22.6,Games,Cartao_Credito,Mobile,216.69,718.5,0,222.1,2,80.43,677,DEV-BBEC7,0
TRX-54362,36.1,Beleza,Boleto,SmartTV,308.73,30.5,1,152.3,3,-120.57,560,DEV-82A33,0
TRX-54363,13.2,Eletronicos,Pix,Mobile,,343.0,0,307.6,2,15.8,280,DEV-451D7,1
TRX-54364,36.3,Vestuario,Cartao_Credito,Mobile,467.72,434.8,0,239.5,6,19.53,397,DEV-ABC22,0
TRX-54365,,Eletronicos,Cartao_Credito,Desktop,2026.0,1252.3,0,60.2,3,-55.14,212,DEV-E547A,0
TRX-54366,24.3,Beleza,Pix,Mobile,221.42,139.4,0,576.6,8,274.1,511,DEV-EC76C,0
TRX-54367,34.6, ELETRONICOS ,Cartao_Credito,Mobile,225.38,483.2,1,637.4,6,-125.52,234,DEV-690FF,1
TRX-54368,58.2,Games,Cartao_Credito,Mobile,84.17,238.3,1,91.1,3,67.87,702,DEV-D9EB6,0
TRX-54369,42.7,eletronicos,Pix,Desktop,564.05,105.9,0,86.2,1,93.14,676,DEV-29F38,0
TRX-54370,24.9, ELETRONICOS ,Boleto,Desktop,1394.11,200.2,1,4.5,4,-14.12,959,DEV-2BB16,0
TRX-54371,28.4, ELETRONICOS ,Cartao_Credito,Mobile,218.64,1430.4,0,426.5,4,98.59,568,DEV-ECB38,0
TRX-54372,36.1,eletronicos,Boleto,Mobile,190.07,1674.6,1,0.6,3,43.75,732,DEV-867E2,0
TRX-54373,33.0,Eletronicos,Cartao_Credito,SmartTV,246.65,1642.4,1,226.3,4,190.7,220,DEV-AF9F5,0
TRX-54374,36.1, ELETRONICOS ,Cartao_Credito,Desktop,406.41,1644.0,0,37.0,4,139.31,921,DEV-E8E43,0
TRX-54375,29.6,Beleza,Cartao_Credito,Mobile,567.44,449.7,0,689.4,2,-68.7,997,DEV-5AC9F,1
TRX-54376,42.6,Beleza,Cartao_Credito,Mobile,1034.12,1473.6,0,47.7,4,55.83,406,DEV-AC16D,0
TRX-54377,41.5,Vestuario,Cartao_Credito,Desktop,1132.55,255.0,0,63.4,6,-93.2,862,DEV-6803B,0
TRX-54378,35.3,Vestuario,Cartao_Credito,Mobile,20.98,89.9,0,55.0,5,-112.91,802,DEV-64FAC,0
TRX-54379,32.6,Eletronicos,Pix,Desktop,836.06,1479.1,0,52.6,6,99.15,971,DEV-1ECD7,0
TRX-54380,28.2,Vestuario,Pix,Desktop,141.03,1512.1,0,114.2,6,-140.31,634,DEV-A5168,0
TRX-54381,40.4,eletronicos,Boleto,Mobile,1609.13,1596.8,1,272.0,4,-145.35,309,DEV-89784,0
TRX-54382,53.3,Games,Pix,Desktop,894.28,1187.3,2,62.6,2,-205.57,283,DEV-F2847,0
TRX-54383,34.1,Games,Cartao_Credito,Mobile,731.28,1128.6,2,0.9,2,-97.06,209,DEV-3D985,0
TRX-54384,40.4,Beleza,Cartao_Credito,Mobile,,341.1,1,101.0,3,-83.94,985,DEV-2675B,1
TRX-54385,28.3,Eletronicos,Boleto,Mobile,313.59,390.3,0,179.7,4,89.45,399,DEV-59FDC,0
TRX-54386,32.2, ELETRONICOS ,Cartao_Credito,Mobile,521.58,1035.6,0,195.8,3,25.12,103,DEV-BC2B0,0
TRX-54387,12.2,Beleza,Cartao_Credito,Desktop,406.5,1174.1,0,12.8,2,81.82,490,DEV-EED65,0
TRX-54388,46.4, ELETRONICOS ,Boleto,Mobile,482.37,1398.2,2,156.9,3,-160.5,478,DEV-428FF,1
TRX-54389,24.0,Vestuario,Cartao_Credito,Tablet,54.74,1042.3,0,65.4,1,242.79,941,DEV-98B70,0
TRX-54390,39.5,Games,Pix,Desktop,170.11,1574.0,0,17.5,4,121.17,470,DEV-773A5,0
TRX-54391,27.8, ELETRONICOS ,Pix,Mobile,687.79,353.9,0,119.3,2,154.06,332,DEV-8A8D6,0
TRX-54392,34.4,Beleza,Pix,Mobile,1554.58,1283.5,0,9.2,4,-173.27,337,DEV-DF255,0
TRX-54393,48.3,eletronicos,Pix,Mobile,1480.17,472.8,2,721.9,4,-5.4,441,DEV-64B7C,1
TRX-54394,39.8,Vestuario,Cartao_Credito,Mobile,,843.0,1,105.4,3,137.86,116,DEV-BA7E6,0
TRX-54395,33.1,Vestuario,Cartao_Credito,Mobile,1045.42,1003.9,0,48.9,1,-3.69,470,DEV-D1D39,1
TRX-54396,28.7,Beleza,Pix,Mobile,306.77,544.4,1,52.7,3,16.45,838,DEV-601B1,1
TRX-54397,58.2,Eletronicos,Cartao_Credito,Tablet,60.9,488.2,0,458.0,5,141.73,263,DEV-4B0DA,0
TRX-54398,46.3,Eletronicos,Voucher,Mobile,1212.83,1661.4,1,263.5,3,-84.99,268,DEV-8B8EC,1
TRX-54399,43.8,Eletronicos,Boleto,Mobile,1339.64,1734.6,2,52.4,5,156.39,657,DEV-4E704,0
TRX-54400,40.0, ELETRONICOS ,Cartao_Credito,Desktop,596.27,814.7,0,106.2,5,-9.02,440,DEV-97A4E,0
TRX-54401,35.9,Eletronicos,Pix,Tablet,135.54,59.1,0,92.3,3,-8.31,838,DEV-4BA64,0
TRX-54402,27.1,Eletronicos,Voucher,Mobile,1271.76,1448.7,3,283.5,0,-74.85,369,DEV-A7309,1
TRX-54403,22.7,Eletronicos,Cartao_Credito,Tablet,311.53,918.2,1,67.9,2,238.03,960,DEV-CA9D7,0
TRX-54404,23.2,Eletronicos,Boleto,Mobile,283.23,1569.9,0,85.4,1,21.55,741,DEV-F3170,0
TRX-54405,27.7,eletronicos,Voucher,Mobile,1092.02,363.1,0,5.4,4,-130.41,639,DEV-4F67A,0
TRX-54406,33.6,Vestuario,Cartao_Credito,Mobile,1024.4,524.6,0,13.5,4,-40.59,799,DEV-98F66,0
TRX-54407,44.9,Eletronicos,Boleto,Mobile,1095.9,884.0,0,103.8,3,229.97,130,DEV-793D8,1
TRX-54408,38.2,Eletronicos,Pix,Mobile,768.65,1090.9,0,290.2,6,226.91,317,DEV-D9B5D,0
TRX-54409,28.0,Eletronicos,Boleto,Mobile,466.17,1077.1,1,62.4,2,-27.49,331,DEV-263AF,0
TRX-54410,51.4,Beleza,Cartao_Credito,Mobile,2307.58,1277.4,1,0.8,0,5.46,391,DEV-20D2D,1
TRX-54411,37.4, ELETRONICOS ,Cartao_Credito,Mobile,,688.2,1,267.1,3,-214.33,359,DEV-84B54,0
TRX-54412,38.0,Eletronicos,Cartao_Credito,Desktop,1385.36,1006.6,0,177.7,3,213.49,746,DEV-F1B34,1
TRX-54413,38.5,Games,Cartao_Credito,Mobile,923.56,636.0,0,700.3,3,63.73,207,DEV-1B504,1
TRX-54414,48.3,Eletronicos,Boleto,Mobile,105.0,1554.7,0,104.1,6,-204.25,917,DEV-4FDBD,0
TRX-54415,42.6,eletronicos,Boleto,Tablet,3088.58,461.0,0,121.8,2,-71.38,128,DEV-2AFBF,1
TRX-54416,38.0,eletronicos,Cartao_Credito,Mobile,1716.18,824.1,0,24.5,1,-320.93,414,DEV-49010,0
TRX-54417,26.1,eletronicos,Cartao_Credito,Mobile,556.47,1371.5,1,23.8,2,-140.69,612,DEV-2E208,0
TRX-54418,44.4,Games,Cartao_Credito,Mobile,1601.7,880.5,0,11.1,3,13.05,926,DEV-77FD1,0
TRX-54419,40.0,eletronicos,Cartao_Credito,Mobile,264.75,16.0,2,1.7,3,-47.65,566,DEV-3C97E,0
TRX-54420,43.8, ELETRONICOS ,Cartao_Credito,Mobile,779.37,50.3,0,233.3,1,61.02,112,DEV-7646F,1
TRX-54421,33.6,eletronicos,Cartao_Credito,Mobile,395.54,1666.5,2,148.9,4,69.45,771,DEV-6D4BA,0
TRX-54422,46.6,Beleza,Cartao_Credito,Mobile,,1287.9,0,48.6,4,95.19,409,DEV-DFE58,0
TRX-54423,40.0, ELETRONICOS ,Pix,Mobile,354.05,1032.7,1,72.4,7,263.4,681,DEV-24608,0
TRX-54424,38.8,Games,Cartao_Credito,Tablet,61.68,1336.7,0,14.6,4,38.94,515,DEV-58444,0
TRX-54425,23.4,Eletronicos,Pix,Mobile,39.47,454.1,1,267.5,4,112.52,186,DEV-7668F,0
TRX-54426,41.1,Games,Pix,Desktop,1490.06,1047.4,0,70.6,2,-113.59,888,DEV-3DFE8,0
TRX-54427,35.7,Vestuario,Cartao_Credito,Desktop,79.18,234.7,1,32.1,4,-4.84,479,DEV-DFB83,0
TRX-54428,34.7,Vestuario,Boleto,Mobile,201.06,1486.6,0,45.3,5,55.1,847,DEV-AB45A,0
TRX-54429,35.5,Beleza,Cartao_Credito,Mobile,140.63,1267.0,1,157.1,3,-58.94,761,DEV-DA69C,0
TRX-54430,32.4,Vestuario,Boleto,Mobile,394.96,1659.0,1,144.8,7,-64.64,348,DEV-3BB84,0
TRX-54431,37.7,Eletronicos,Cartao_Credito,Desktop,1453.02,1313.9,0,82.9,6,87.72,621,DEV-99B77,0
TRX-54432,22.5,Eletronicos,Cartao_Credito,Desktop,227.54,1589.3,0,393.8,4,105.26,281,DEV-8BA87,0
TRX-54433,35.2,Beleza,Cartao_Credito,Mobile,402.16,491.9,0,9.8,5,-160.17,205,DEV-4E302,0
TRX-54434,31.2,Games,Cartao_Credito,Desktop,2325.24,441.5,1,228.2,3,36.15,893,DEV-E1ECF,1
TRX-54435,59.8,Vestuario,Boleto,Mobile,386.69,1031.4,2,48.3,3,26.58,169,DEV-D3053,0
TRX-54436,16.5,eletronicos,Boleto,Mobile,852.37,630.9,2,359.9,5,37.31,590,DEV-D917B,0
TRX-54437,34.5,Beleza,Boleto,Mobile,203.2,1209.6,0,70.2,3,91.45,777,DEV-BD5DA,0
TRX-54438,40.7,Eletronicos,Pix,Mobile,805.38,1753.7,1,29.2,1,-33.21,244,DEV-6E35E,0
TRX-54439,40.5,eletronicos,Boleto,Mobile,199.31,190.8,1,541.8,4,-64.97,606,DEV-D358B,0
TRX-54440,42.7,Games,Boleto,Desktop,2566.68,1495.3,0,71.9,3,5.39,983,DEV-E7790,1
TRX-54441,32.6,Vestuario,Cartao_Credito,Desktop,254.99,626.7,2,81.4,5,-164.97,512,DEV-C1C74,0
TRX-54442,13.6,eletronicos,Boleto,Mobile,491.96,1018.5,0,73.9,4,126.53,989,DEV-4F614,0
TRX-54443,31.0,Vestuario,Cartao_Credito,Mobile,332.15,128.3,1,142.8,2,-31.93,636,DEV-7878E,1
TRX-54444,36.0,Eletronicos,Cartao_Credito,Mobile,63.37,164.3,1,534.7,4,177.26,582,DEV-2C677,0
TRX-54445,41.2,Vestuario,Boleto,Mobile,1607.15,1646.2,1,20.0,4,187.83,554,DEV-E4AFC,0
TRX-54446,38.7,Vestuario,Cartao_Credito,Mobile,745.54,339.8,0,164.2,4,-246.77,910,DEV-A2DAE,0
TRX-54447,31.6,Vestuario,Cartao_Credito,Mobile,1373.33,845.6,0,2.3,3,0.4,185,DEV-3BAA4,0
TRX-54448,35.7,Beleza,Cartao_Credito,Mobile,396.49,987.1,0,223.1,6,60.72,826,DEV-9CA28,0
TRX-54449,45.4, ELETRONICOS ,Boleto,Desktop,1672.07,804.8,1,53.3,6,-19.33,313,DEV-8F25C,0
TRX-54450,31.1,Eletronicos,Pix,Mobile,1072.2,1058.5,0,473.3,1,-38.55,371,DEV-33179,0
TRX-54451,40.6,Games,Cartao_Credito,Mobile,842.75,1355.2,1,79.6,0,245.69,825,DEV-4EC04,0
TRX-54452,33.2,Eletronicos,Cartao_Credito,Tablet,238.51,817.2,2,120.5,5,79.81,493,DEV-67010,0
TRX-54453,34.2,Eletronicos,Cartao_Credito,Mobile,477.99,668.5,0,168.1,3,39.0,410,DEV-2F923,0
TRX-54454,, ELETRONICOS ,Cartao_Credito,Mobile,593.21,466.8,1,31.9,5,69.42,338,DEV-632E3,0
TRX-54455,21.8, ELETRONICOS ,Cartao_Credito,Desktop,122.78,167.1,0,111.5,6,158.38,416,DEV-23091,0
TRX-54456,23.1,Vestuario,Voucher,SmartTV,943.57,921.7,0,60.1,5,-78.16,674,DEV-EB987,0
TRX-54457,25.9,eletronicos,Boleto,Desktop,,53.0,3,126.8,6,126.29,875,DEV-37279,0
TRX-54458,999.0,Eletronicos,Boleto,Mobile,274.07,1697.0,1,16.7,3,61.12,725,DEV-A7934,0
TRX-54459,29.8, ELETRONICOS ,Voucher,Mobile,769.8,72.7,1,78.1,3,-27.0,499,DEV-31F03,0
TRX-54460,26.2, ELETRONICOS ,Pix,Desktop,1097.93,663.9,0,23.4,4,54.25,855,DEV-2152D,0
TRX-54461,44.5,eletronicos,Cartao_Credito,Mobile,98.19,486.9,0,75.6,7,151.4,273,DEV-BBC11,0
TRX-54462,33.1,eletronicos,Pix,Mobile,37.55,19.7,1,903.2,3,23.19,833,DEV-B797B,1
TRX-54463,25.8,Vestuario,Boleto,Desktop,741.34,1105.8,0,50.8,2,64.46,279,DEV-297CB,0
TRX-54464,38.9,Eletronicos,Boleto,Mobile,463.43,261.0,0,37.7,1,215.16,963,DEV-ED40D,0
TRX-54465,52.1,Eletronicos,Boleto,SmartTV,722.63,1457.6,1,250.3,4,-93.58,372,DEV-9F579,0
TRX-54466,46.0, ELETRONICOS ,Cartao_Credito,Mobile,689.25,1033.9,1,72.6,5,-55.25,476,DEV-EE2B8,0
TRX-54467,23.5, ELETRONICOS ,Pix,Desktop,4428.39,1763.5,1,192.2,2,29.1,498,DEV-EBF14,1
TRX-54468,29.8,Vestuario,Boleto,Desktop,705.82,1448.7,1,354.8,2,21.88,581,DEV-A70BA,1
TRX-54469,32.8, ELETRONICOS ,Cartao_Credito,Mobile,643.04,786.6,0,253.9,4,185.04,424,DEV-5C8E3,0
TRX-54470,37.1,Eletronicos,Cartao_Credito,Tablet,,1651.3,0,193.3,0,159.46,576,DEV-B24C5,0
TRX-54471,36.2,Vestuario,Cartao_Credito,Mobile,736.64,1775.0,0,300.9,3,-178.31,126,DEV-9F6D8,0
TRX-54472,37.7, ELETRONICOS ,Cartao_Credito,Tablet,,1055.2,1,340.0,3,63.23,439,DEV-9027E,0
TRX-54473,53.1,Games,Pix,Mobile,2277.15,1043.0,1,16.0,3,-89.58,499,DEV-9194C,1
TRX-54474,30.1,Beleza,Pix,Desktop,2016.01,370.4,0,78.4,2,256.45,634,DEV-42D46,1
TRX-54475,30.2,Games,Boleto,Mobile,,1452.1,0,589.5,6,85.92,588,DEV-D5DAD,0
TRX-54476,,Eletronicos,Boleto,Mobile,1184.46,1668.1,1,108.8,1,52.64,950,DEV-538E9,0
TRX-54477,36.0,eletronicos,Cartao_Credito,Mobile,1854.1,634.0,0,62.4,1,10.69,571,DEV-40CD8,1
TRX-54478,27.6,Beleza,Pix,Mobile,232.67,509.6,1,144.8,3,-5.0,272,DEV-4A5DB,1
TRX-54479,25.5,Beleza,Boleto,Mobile,230.34,1616.5,1,214.7,2,-318.1,271,DEV-E639F,0
TRX-54480,44.8, ELETRONICOS ,Boleto,Desktop,23.37,153.2,0,120.0,6,72.13,537,DEV-3162F,0
TRX-54481,47.7,Eletronicos,Cartao_Credito,Mobile,67.21,174.3,1,62.2,4,44.52,683,DEV-C7280,0
TRX-54482,42.9,Beleza,Cartao_Credito,Mobile,171.32,1695.7,0,146.3,5,14.74,515,DEV-D9EC1,0
TRX-54483,38.5,eletronicos,Voucher,Tablet,942.08,1213.6,0,44.2,5,-17.18,641,DEV-DD175,0
TRX-54484,, ELETRONICOS ,Cartao_Credito,Mobile,639.94,979.8,0,68.2,4,-54.73,613,DEV-45EFB,0
TRX-54485,47.9,Beleza,Cartao_Credito,Mobile,796.83,1754.5,2,178.8,6,87.89,184,DEV-CCC1B,0
TRX-54486,41.2,Eletronicos,Pix,Mobile,329.52,163.5,0,416.7,0,15.71,724,DEV-75C99,1
TRX-54487,24.2,Eletronicos,Voucher,Mobile,991.24,1275.2,0,140.4,2,-110.39,873,DEV-D7AC9,0
TRX-54488,38.2,Eletronicos,Boleto,Mobile,134.02,823.2,0,125.0,1,191.0,328,DEV-38D56,0
TRX-54489,35.3,Beleza,Cartao_Credito,Desktop,65.26,1192.7,0,158.8,6,-190.18,654,DEV-E9FA0,0
TRX-54490,30.4,Eletronicos,Cartao_Credito,Mobile,1476.71,317.7,0,199.5,9,46.48,282,DEV-5F853,0
TRX-54491,39.0, ELETRONICOS ,Cartao_Credito,Tablet,429.79,1036.7,1,157.1,5,53.72,647,DEV-6FC04,0
TRX-54492,33.4,Vestuario,Cartao_Credito,Mobile,311.22,1504.7,2,97.4,2,53.37,182,DEV-E1ECB,0
TRX-54493,23.6,Eletronicos,Cartao_Credito,Mobile,595.26,1727.3,1,115.0,5,143.74,680,DEV-551DC,0
TRX-54494,36.4, ELETRONICOS ,Boleto,Tablet,594.3,379.9,4,111.0,2,-145.42,303,DEV-35AFE,1
TRX-54495,33.9,Beleza,Boleto,Tablet,357.34,1777.4,1,130.8,4,-97.84,111,DEV-75E31,0
TRX-54496,26.9,Vestuario,Cartao_Credito,Desktop,202.02,682.0,1,308.7,8,-186.73,492,DEV-39E73,0
TRX-54497,35.4,Eletronicos,Boleto,Desktop,208.14,1344.3,0,102.9,3,36.88,789,DEV-700F4,0
TRX-54498,53.9,eletronicos,Pix,Mobile,359.45,1086.6,2,94.1,4,20.63,267,DEV-EB386,0
TRX-54499,43.8,Beleza,Boleto,Mobile,1335.19,359.0,1,553.4,1,66.38,939,DEV-E8F35,1
TRX-54500,42.3,eletronicos,Pix,Desktop,2040.21,939.0,1,35.7,2,190.52,780,DEV-C33E5,1
TRX-54501,41.5,eletronicos,Boleto,Desktop,963.85,977.2,1,365.7,1,-100.49,542,DEV-496FB,1
TRX-54502,22.2,Beleza,Cartao_Credito,Tablet,820.09,1019.5,0,16.9,4,67.2,688,DEV-5721C,0
TRX-54503,51.0,Eletronicos,Boleto,Mobile,1588.06,395.0,1,36.3,4,-190.74,921,DEV-D448C,1
TRX-54504,38.4, ELETRONICOS ,Boleto,Desktop,85.39,1609.4,1,55.6,5,-78.51,898,DEV-A825C,0
TRX-54505,31.9,Games,Voucher,Mobile,622.47,248.8,0,3.6,2,67.05,762,DEV-D89B0,0
TRX-54506,35.0,Beleza,Cartao_Credito,Desktop,142.34,1366.3,0,1.1,4,77.13,170,DEV-D5438,0
TRX-54507,19.1,Eletronicos,Cartao_Credito,Desktop,463.17,530.8,0,88.1,2,-23.33,118,DEV-57C62,0
TRX-54508,38.3,Vestuario,Boleto,Desktop,241.67,102.4,0,34.7,4,39.94,701,DEV-AD730,0
TRX-54509,51.1,Eletronicos,Cartao_Credito,Mobile,117.23,1477.8,1,143.5,8,-34.41,127,DEV-5068C,0
TRX-54510,39.4,Beleza,Cartao_Credito,Desktop,1556.68,1676.1,1,66.6,6,-105.91,900,DEV-89CDB,0
TRX-54511,27.5,Beleza,Voucher,Desktop,174.85,996.4,1,51.9,3,37.9,443,DEV-CE34B,0
TRX-54512,54.1,Beleza,Cartao_Credito,Mobile,2563.87,1450.1,2,27.9,6,44.82,694,DEV-3F79B,0
TRX-54513,20.6,Eletronicos,Cartao_Credito,Mobile,30.74,1524.1,1,77.6,2,-15.4,709,DEV-DED62,0
TRX-54514,23.2,Games,Cartao_Credito,Desktop,1268.29,1217.7,0,442.2,0,76.4,966,DEV-DC7D2,1
TRX-54515,29.9,Beleza,Cartao_Credito,Mobile,1934.46,622.0,0,128.2,6,168.06,313,DEV-D7E5A,0
TRX-54516,49.1, ELETRONICOS ,Cartao_Credito,Tablet,431.66,1320.3,0,59.6,0,30.8,375,DEV-C5570,0
TRX-54517,37.2,eletronicos,Cartao_Credito,Tablet,1010.72,1755.4,0,73.4,3,-1.26,769,DEV-83A51,0
TRX-54518,41.2,Beleza,Cartao_Credito,Desktop,127.63,200.5,1,443.5,2,153.91,938,DEV-3C0E8,1
TRX-54519,23.5,Games,Voucher,Mobile,911.11,789.9,0,10.6,1,73.23,385,DEV-3C005,0
TRX-54520,60.4,Games,Boleto,Mobile,65.21,1285.4,0,89.6,2,135.48,332,DEV-D00A7,0
TRX-54521,19.5,Vestuario,Boleto,Desktop,1594.39,206.5,0,543.0,3,53.76,686,DEV-350CF,1
TRX-54522,22.5,eletronicos,Cartao_Credito,Mobile,1108.44,638.1,1,58.4,3,-67.88,753,DEV-C0A10,0
TRX-54523,15.1,Eletronicos,Pix,Mobile,1467.36,954.7,0,27.1,3,14.09,249,DEV-B45B2,1
TRX-54524,58.4, ELETRONICOS ,Cartao_Credito,Mobile,470.46,796.1,0,294.2,4,189.87,946,DEV-25545,0
TRX-54525,43.4,Eletronicos,Cartao_Credito,Desktop,943.0,1467.3,0,62.5,2,79.19,853,DEV-7DD39,0
TRX-54526,54.9,Vestuario,Boleto,Desktop,2317.73,768.6,0,177.0,0,135.57,599,DEV-ECA0E,1
TRX-54527,37.7, ELETRONICOS ,Cartao_Credito,Mobile,1312.72,469.9,2,23.6,5,37.21,759,DEV-A47B6,1
TRX-54528,35.6, ELETRONICOS ,Boleto,Mobile,259.58,1732.2,1,3.0,2,201.51,386,DEV-BA4D6,0
TRX-54529,28.9,Eletronicos,Pix,Mobile,579.74,1376.3,1,448.4,2,40.35,343,DEV-C7196,1
TRX-54530,27.3,Eletronicos,Cartao_Credito,Mobile,339.43,1378.2,0,26.4,3,-214.28,802,DEV-F3ADE,0
TRX-54531,35.5,Beleza,Voucher,SmartTV,1124.72,86.9,1,226.0,3,35.19,326,DEV-E3316,1
TRX-54532,46.1,eletronicos,Boleto,Mobile,2647.68,847.9,0,222.2,3,213.53,919,DEV-33101,1
TRX-54533,,Games,Cartao_Credito,Mobile,2331.17,891.6,1,28.5,5,219.28,972,DEV-A6834,1
